iter	RMSE
311	0.07801792709
312	0.07800146391
313	0.07793095027
314	0.07791788477
315	0.07781767171
316	0.07771109617
317	0.07766039165
318	0.07753453904
319	0.07748107656
320	0.07735526956
321	0.07724937114
322	0.07723828172
323	0.0771279487
324	0.07706040603
325	0.07695324677
326	0.0768520738
327	0.07673448815
328	0.07665603831
329	0.07657690282
330	0.07647811
331	0.07634664395
332	0.07626787315
333	0.076122409
334	0.07599262827
335	0.07593114143
336	0.0757923256
337	0.07567465296
338	0.07557998074
339	0.07549573133
340	0.07542736579
341	0.07532321732
342	0.0753102676
343	0.07521879347
344	0.07513164066
345	0.07507730319
346	0.07502491527
347	0.07487052141
348	0.07478743384
349	0.07470530123
350	0.07464890998
351	0.07461446521
352	0.074516267
353	0.07450513452
354	0.07441546607
355	0.07440496108
356	0.07429457511
357	0.07422811528
358	0.07417521003
359	0.07407875318
360	0.07397404211
361	0.07392961727
362	0.07386378324
363	0.07375890715
364	0.07367477699
365	0.07357396263
366	0.07352439322
367	0.07345955346
368	0.07339935813
369	0.07327334095
370	0.07313401821
371	0.07303839269
372	0.07293722307
373	0.0728489523
374	0.07277354963
375	0.07265968999
376	0.0725143041
377	0.07238363971
378	0.07237012966
379	0.07229045065
380	0.07224663995
381	0.0721756115
382	0.07206311657
383	0.07196424316
384	0.0719508467
385	0.07185783269
386	0.07178567489
387	0.0716545565
388	0.07160730465
389	0.07159756472
390	0.07150955319
391	0.0714232198
392	0.07133891256
393	0.0712375549
394	0.07108202264
395	0.07098202491
396	0.07084289313
397	0.07073942273
398	0.07069257268
399	0.07066324474
400	0.07056700301
401	0.07055441009
402	0.07049362518
403	0.07035913665
404	0.07034146451
405	0.07029234291
406	0.07021640478
407	0.07015675121
408	0.07014331772
409	0.0700796816
410	0.06999255161
411	0.06990698806
412	0.06980523678
413	0.06969020831
414	0.06958731797
415	0.06954138627
416	0.06949369902
417	0.06939674414
418	0.06932062593
419	0.06922639026
420	0.06910998682
421	0.06904899001
422	0.0689523756
423	0.06884201422
424	0.06877476071
425	0.06870303877
426	0.0686016033
427	0.06850229077
428	0.06845478822
429	0.06838349201
430	0.06835928248
431	0.06827737158
432	0.06819768164
433	0.06807221632
434	0.06800000714
435	0.06792496199
436	0.06784227888
437	0.06778874794
438	0.06769030544
439	0.06759959725
440	0.06754567396
441	0.0674504793
442	0.06740165186
443	0.06733074494
444	0.067276611
445	0.06721376167
446	0.06719024458
447	0.06717970252
448	0.06709745071
449	0.06702185048
450	0.06693941501
451	0.06685451322
452	0.06682310352
453	0.06669797388
454	0.06657613642
455	0.06648817644
456	0.06642402726
457	0.06634951842
458	0.06622246054
459	0.06617061432
460	0.06606942449
461	0.06598619508
462	0.06586473141
463	0.06576661162
464	0.06571506957
465	0.0656057636
466	0.06559708424
467	0.06553628552
468	0.06545979065
469	0.06541557431
470	0.06534615218
471	0.06527243363
472	0.06520432487
473	0.0651157464
474	0.06499662053
475	0.06491760097
476	0.0648640405
477	0.06479575443
478	0.06469988225
479	0.064619854
480	0.06455568299
481	0.06449968968
482	0.06444806536
483	0.06434489008
484	0.06425423634
485	0.06419899126
486	0.06412282975
487	0.06407639313
488	0.06403705556
489	0.06392985341
490	0.06386832437
491	0.06380665158
492	0.06371897684
493	0.06369111882
494	0.06360461435
495	0.06355741898
496	0.06341404568
497	0.06335096815
498	0.06328055071
499	0.06326379645
500	0.06318355649
501	0.06314798449
502	0.06313939655
503	0.06305238933
504	0.062955716
505	0.06285913397
506	0.06281702792
507	0.06280803018
508	0.06275474266
509	0.06274476591
510	0.06266182749
511	0.06258136882
512	0.0625156612
513	0.06243531032
514	0.06238683386
515	0.06232393974
516	0.06224259691
517	0.06218936129
518	0.06209896112
519	0.06201214869
520	0.0619744774
521	0.06189726508
522	0.06186091831
523	0.06180255639
524	0.06173908769
525	0.06167459791
526	0.06161678912
527	0.06154300555
528	0.0615086637
529	0.06145101779
530	0.06140612219
531	0.06135269865
532	0.06125860548
533	0.06125412651
534	0.06118826713
535	0.06112912524
536	0.06112282451
537	0.06106620308
538	0.06099172336
539	0.06091302664
540	0.06085855149
541	0.06085290952
542	0.06077310288
543	0.06068247793
544	0.06059393853
545	0.0605199781
546	0.06041436212
547	0.06036803353
548	0.06031754475
549	0.06028318907
550	0.0602085932
551	0.06013924413
552	0.06009742378
553	0.06005884972
554	0.05997547582
555	0.05997005714
556	0.05993449865
557	0.05985171009
558	0.05979394546
559	0.0597847756
560	0.05970385669
561	0.05965951629
562	0.05958434516
563	0.05952453381
564	0.05946004279
565	0.05943281241
566	0.05941093501
567	0.05932313741
568	0.05924391136
569	0.05922175731
570	0.05917945328
571	0.0591133629
572	0.05904885076
573	0.05896866177
574	0.05889271415
575	0.05882345593
576	0.0587496627
577	0.05870049496
578	0.05868313759
579	0.05861045242
580	0.05856645867
581	0.05855271357
582	0.05849550457
583	0.058418229
584	0.05838959811
585	0.05835657189
586	0.05830315687
587	0.0582387829
588	0.05818545997
589	0.05813983405
590	0.05806137655
591	0.05797702407
592	0.05797028433
593	0.05787789352
594	0.05781574018
595	0.05780609001
596	0.0577441003
597	0.0576688768
598	0.05761871615
599	0.05759637776
600	0.05755231657
601	0.05747796669
602	0.05742661572
603	0.05738528219
604	0.05735689392
605	0.05731955338
606	0.05728899114
607	0.05722381288
608	0.05716491887
609	0.05708512084
610	0.05705852351
611	0.05704169939
612	0.05699373092
613	0.0569281021
614	0.05685744087
615	0.05677993786
616	0.05674344647
617	0.0566860548
618	0.05668127988
619	0.0566028069
620	0.05652830139
621	0.05646743602
622	0.05637989238
623	0.05637292294
624	0.05635610495
625	0.05631737199
626	0.05627697442
627	0.05621705342
628	0.05617343198
629	0.05616839561
630	0.05611585088
631	0.05604211858
632	0.05599815427
633	0.05598205562
634	0.05592964531
635	0.05587806483
636	0.05582806949
637	0.05581304504
638	0.05578874788
639	0.0557253291
640	0.05567094987
641	0.05561944211
642	0.05557851053
643	0.05550734351
644	0.05542251163
645	0.05541817035
646	0.055343069
647	0.05529347935
648	0.05523135444
649	0.05518233485
650	0.0551693534
651	0.05510525088
652	0.05503703571
653	0.05498581356
654	0.05492942785
655	0.05487144233
656	0.05483211797
657	0.05477793235
658	0.05469794409
659	0.05464525198
660	0.05461339023
661	0.05455821765
662	0.05455381613
663	0.05451549949
664	0.05445970427
665	0.05440826995
666	0.05433418681
667	0.05427318888
668	0.05424486181
669	0.05421634478
670	0.05415434859
671	0.05411134602
672	0.05404479896
673	0.05404075409
674	0.05402450701
675	0.05396396129
676	0.05392534931
677	0.05387654923
678	0.05383540898
679	0.05380512393
680	0.05373106088
681	0.05366581857
682	0.05363294612
683	0.05362959262
684	0.05359932397
685	0.05355324641
686	0.0535302982
687	0.0534640823
688	0.0534063512
689	0.05338720872
690	0.05334856729
691	0.05333937373
692	0.05333553679
693	0.05329437286
694	0.05329063144
695	0.05328115133
696	0.0532494167
697	0.05319256774
698	0.05315063985
699	0.05309047747
700	0.05306768714
701	0.0530051086
702	0.05296974625
703	0.05292919023
704	0.05290903025
705	0.05286819436
706	0.05282633507
707	0.05276797426
708	0.05272125321
709	0.05271421652
710	0.05266422703
711	0.05260824672
712	0.0525122447
713	0.05249246654
714	0.05241703627
715	0.05239046877
716	0.05234743432
717	0.05227199331
718	0.05223526178
719	0.05219791952
720	0.05214427219
721	0.05209641843
722	0.05205069865
723	0.05200618201
724	0.05196794661
725	0.05191461348
726	0.05184717589
727	0.05179633224
728	0.05179012157
729	0.05175846569
730	0.05170368941
731	0.05167368993
732	0.05162483689
733	0.05157936064
734	0.0515568404
735	0.05148456265
736	0.05145308433
737	0.05141614335
738	0.05137287094
739	0.05132859332
740	0.05127746886
741	0.05126650298
742	0.05125771003
743	0.05121913118
744	0.05117697837
745	0.05115268454
746	0.0511068233
747	0.05106818464
748	0.05100032648
749	0.05099687925
750	0.05096127667
751	0.05092485499
752	0.05083980976
753	0.05081415736
754	0.05072882876
755	0.05065215852
756	0.05062070257
757	0.05054942343
758	0.05049870523
759	0.05044928561
760	0.05038874336
761	0.05035701529
762	0.05029757891
763	0.05023255706
764	0.05018768699
765	0.05018179429
766	0.0501418933
767	0.05013307323
768	0.05007086
769	0.05002857266
770	0.04998635917
771	0.0499347962
772	0.0498856247
773	0.04987132762
774	0.0498144872
775	0.04980411606
776	0.0497780432
777	0.04972822947
778	0.04966275949
779	0.0496295151
780	0.04959987358
781	0.04955700844
782	0.04951275504
783	0.04945608465
784	0.04940725591
785	0.04935731921
786	0.04931123531
787	0.04928028775
788	0.04923371605
789	0.04918884826
790	0.04914473421
791	0.04910790427
792	0.04902293609
793	0.04895411779
794	0.04889210816
795	0.04888210398
796	0.04886008539
797	0.04882393749
798	0.04881477102
799	0.048758547
800	0.04872823443
801	0.04871360547
802	0.04866581864
803	0.04863486449
804	0.04859859944
805	0.04853140346
806	0.04848890032
807	0.0484244146
808	0.04838811163
809	0.04833116387
810	0.04829964971
811	0.04823440254
812	0.0481890709
813	0.04818362836
814	0.04815115599
815	0.04812264141
816	0.04807988473
817	0.04801202888
818	0.04797583895
819	0.04793778641
820	0.04790259216
821	0.04787269378
822	0.04783827071
823	0.04779436614
824	0.04774835542
825	0.0477186436
826	0.04769883951
827	0.04769276687
828	0.04764284545
829	0.04763906594
830	0.04760994991
831	0.04757687442
832	0.04751859089
833	0.0474543025
834	0.04744626139
835	0.04739699863
836	0.04731850813
837	0.04726544851
838	0.04724206694
839	0.04720652081
840	0.04720386872
841	0.04717397397
842	0.04714060722
843	0.04712910926
844	0.04708526574
845	0.04704406938
846	0.04699761017
847	0.04696623889
848	0.0469444868
849	0.04690030783
850	0.04685225426
851	0.04679634291
852	0.04677359217
853	0.04676248402
854	0.04673990636
855	0.04670095494
856	0.04665733598
857	0.04661495727
858	0.04657774259
859	0.04654380905
860	0.0464841853
861	0.04642489905
862	0.04636659483
863	0.04634958107
864	0.04630419751
865	0.04628094433
866	0.04627868247
867	0.04623392435
868	0.04620796521
869	0.04619006008
870	0.04614582225
871	0.04610687259
872	0.04607122397
873	0.04600820621
874	0.04595739621
875	0.04593349976
876	0.045904157
877	0.0458731757
878	0.04583858214
879	0.04579957213
880	0.04574464695
881	0.04571275326
882	0.04567466529
883	0.04564845489
884	0.04562625707
885	0.04557984855
886	0.04553106968
887	0.04552851705
888	0.0455163147
889	0.04548676054
890	0.04544969461
891	0.04538945167
892	0.04535288069
893	0.04531314505
894	0.04529035321
895	0.04525491087
896	0.04519371501
897	0.04512793612
898	0.04510609979
899	0.04507307586
900	0.04502564756
901	0.04499509043
902	0.04496471761
903	0.04492749522
904	0.04488709093
905	0.04484348713
906	0.04484100202
907	0.04480451797
908	0.04479375145
909	0.04474385171
910	0.04471106787
911	0.04467713004
912	0.04462978637
913	0.04458479277
914	0.04455789115
915	0.04452165312
916	0.0444806396
917	0.04444005898
918	0.04436540776
919	0.04434070619
920	0.04428370343
921	0.04426169173
922	0.04418875366
923	0.04414405175
924	0.04411031439
925	0.04407091898
926	0.04403106817
927	0.04401906435
928	0.04400292643
929	0.0439635861
930	0.04392627607
931	0.04388091114
932	0.04385788777
933	0.04382910748
934	0.04378293423
935	0.04373519653
936	0.0437040576
937	0.04366737894
938	0.04361301184
939	0.04357430998
940	0.04354122268
941	0.04349761809
942	0.0434935859
943	0.04344843849
944	0.0434086994
945	0.04337941266
946	0.043376746
947	0.04335615793
948	0.04333852969
949	0.04329827075
950	0.04327910337
951	0.04327642657
952	0.04322909538
953	0.043188215
954	0.04318598902
955	0.043149755
956	0.04309766184
957	0.04306425777
958	0.04305470616
959	0.0430229021
960	0.04296588883
961	0.04293119309
962	0.04289713604
963	0.0428881195
964	0.04286348984
965	0.04280804508
966	0.04278081638
967	0.04274125801
968	0.04269894441
969	0.04269709874
970	0.04267368239
971	0.04262682449
972	0.04259325804
973	0.04257802956
974	0.04252363373
975	0.04249004052
976	0.04248831974
977	0.04248407088
978	0.04246550185
979	0.0424186361
980	0.04237381347
981	0.04232531902
982	0.04229730432
983	0.04225534722
984	0.0422381106
985	0.04221942788
986	0.04218581569
987	0.04215910143
988	0.04212157833
989	0.04208453829
990	0.0420604158
991	0.04202880246
992	0.0419885807
993	0.04193992369
994	0.04191900326
995	0.04188677131
996	0.04185338339
997	0.04182450232
998	0.04181430715
999	0.04176452898
